QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1668,Maximum Repeating Substring,maximum-repeating-substring,Easy,38.622690244387044,False,"string,dynamic-programming,string-matching",algorithms
1669,Merge In Between Linked Lists,merge-in-between-linked-lists,Medium,81.44764280563622,False,linked-list,algorithms
1670,Design Front Middle Back Queue,design-front-middle-back-queue,Medium,56.388945752302966,False,"array,linked-list,design,queue,data-stream",algorithms
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,41.67196844382237,False,"array,binary-search,dynamic-programming,greedy",algorithms
1672,Richest Customer Wealth,richest-customer-wealth,Easy,87.91921701184513,False,"array,matrix",algorithms
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,50.25746569814367,False,"array,stack,greedy,monotonic-stack",algorithms
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,Medium,39.476899407213,False,"array,hash-table,prefix-sum",algorithms
1675,Minimize Deviation in Array,minimize-deviation-in-array,Hard,54.09277338108717,False,"array,greedy,heap-priority-queue,ordered-set",algorithms
1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,Medium,78.4606160533613,True,"hash-table,tree,depth-first-search,binary-tree",algorithms
1677,Product's Worth Over Invoices,products-worth-over-invoices,Easy,38.08530418811365,True,database,database
1678,Goal Parser Interpretation,goal-parser-interpretation,Easy,87.13362266035493,False,string,algorithms
1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,Medium,54.99724918418947,False,"array,hash-table,two-pointers,sorting",algorithms
1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,Medium,57.10386666160062,False,"math,bit-manipulation,simulation",algorithms
1681,Minimum Incompatibility,minimum-incompatibility,Hard,38.84712956873062,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,Medium,49.87503471257984,True,"string,dynamic-programming",algorithms
1683,Invalid Tweets,invalid-tweets,Easy,85.12756374290879,False,database,database
1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,Easy,83.08860111728667,False,"array,hash-table,string,bit-manipulation",algorithms
1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,Medium,68.54449900701792,False,"array,math,prefix-sum",algorithms
1686,Stone Game VI,stone-game-vi,Medium,56.907004120070624,False,"array,math,greedy,sorting,heap-priority-queue,game-theory",algorithms
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,Hard,38.86712677982963,False,"array,dynamic-programming,segment-tree,queue,heap-priority-queue,prefix-sum,monotonic-queue",algorithms
1688,Count of Matches in Tournament,count-of-matches-in-tournament,Easy,85.72056458817224,False,"math,simulation",algorithms
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,Medium,88.67682105481298,False,"string,greedy",algorithms
1690,Stone Game VII,stone-game-vii,Medium,57.901965272554854,False,"array,math,dynamic-programming,game-theory",algorithms
1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,Hard,56.935151285612086,False,"array,dynamic-programming,sorting",algorithms
1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies,Hard,63.028344107409254,True,dynamic-programming,algorithms
1693,Daily Leads and Partners,daily-leads-and-partners,Easy,86.52061005179415,False,database,database
1694,Reformat Phone Number,reformat-phone-number,Easy,65.52181500872601,False,string,algorithms
1695,Maximum Erasure Value,maximum-erasure-value,Medium,58.195529960235845,False,"array,hash-table,sliding-window",algorithms
1696,Jump Game VI,jump-game-vi,Medium,45.69260660424192,False,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue",algorithms
1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,Hard,62.39610809734734,False,"array,two-pointers,union-find,graph,sorting",algorithms
1698,Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string,Medium,63.96018229791317,True,"string,trie,rolling-hash,suffix-array,hash-function",algorithms
1699,Number of Calls Between Two Persons,number-of-calls-between-two-persons,Medium,81.06927888587278,True,database,database
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,Easy,78.16005262878103,False,"array,stack,queue,simulation",algorithms
1701,Average Waiting Time,average-waiting-time,Medium,63.50229619887454,False,"array,simulation",algorithms
1702,Maximum Binary String After Change,maximum-binary-string-after-change,Medium,46.84946431814055,False,"string,greedy",algorithms
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,Hard,43.06424780163194,False,"array,greedy,sliding-window,prefix-sum",algorithms
1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,Easy,78.69678772022574,False,"string,counting",algorithms
1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,Medium,38.98987119739987,False,"array,greedy,heap-priority-queue",algorithms
1706,Where Will the Ball Fall,where-will-the-ball-fall,Medium,71.77385013980452,False,"array,matrix,simulation",algorithms
1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,Hard,49.42278120768401,False,"array,bit-manipulation,trie",algorithms
1708,Largest Subarray Length K,largest-subarray-length-k,Easy,64.74880934091259,True,"array,greedy",algorithms
1709,Biggest Window Between Visits,biggest-window-between-visits,Medium,70.75450911265699,True,database,database
1710,Maximum Units on a Truck,maximum-units-on-a-truck,Easy,73.61695054461545,False,"array,greedy,sorting",algorithms
1711,Count Good Meals,count-good-meals,Medium,30.150698232512614,False,"array,hash-table",algorithms
1712,Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,Medium,32.91052835340383,False,"array,two-pointers,binary-search,prefix-sum",algorithms
1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,Hard,48.083218470020675,False,"array,hash-table,binary-search,greedy",algorithms
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,Hard,49.672489082969435,True,"array,dynamic-programming",algorithms
1715,Count Apples and Oranges,count-apples-and-oranges,Medium,75.45844129958142,True,database,database
1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,Easy,78.25591577606623,False,math,algorithms
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,Medium,46.89186169023978,False,"string,stack,greedy",algorithms
1718,Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,Medium,53.36777270017882,False,"array,backtracking",algorithms
1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,Hard,44.173608968425384,False,"tree,graph",algorithms
1720,Decode XORed Array,decode-xored-array,Easy,86.262600820878,False,"array,bit-manipulation",algorithms
1721,Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,Medium,67.96905293867829,False,"linked-list,two-pointers",algorithms
1722,Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,Medium,48.781760747150116,False,"array,depth-first-search,union-find",algorithms
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,Hard,42.39276510300558,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
1724,Checking Existence of Edge Length Limited Paths II,checking-existence-of-edge-length-limited-paths-ii,Hard,51.5622241835834,True,"union-find,graph,minimum-spanning-tree",algorithms
1725,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,Easy,78.69547427999909,False,array,algorithms
1726,Tuple with Same Product,tuple-with-same-product,Medium,61.10102307453828,False,"array,hash-table,counting",algorithms
1727,Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,Medium,75.31134208877894,False,"array,greedy,sorting,matrix",algorithms
1728,Cat and Mouse II,cat-and-mouse-ii,Hard,40.00793695787743,False,"array,math,dynamic-programming,graph,topological-sort,memoization,matrix,game-theory",algorithms
1729,Find Followers Count,find-followers-count,Easy,68.97558108641219,False,database,database
1730,Shortest Path to Get Food,shortest-path-to-get-food,Medium,54.76479658199172,True,"array,breadth-first-search,matrix",algorithms
1731,The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,Easy,46.547215375182994,False,database,database
1732,Find the Highest Altitude,find-the-highest-altitude,Easy,83.05623912130125,False,"array,prefix-sum",algorithms
1733,Minimum Number of People to Teach,minimum-number-of-people-to-teach,Medium,42.28754230608744,False,"array,hash-table,greedy",algorithms
1734,Decode XORed Permutation,decode-xored-permutation,Medium,64.5222654561176,False,"array,bit-manipulation",algorithms
1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,Hard,51.28499514263004,False,"array,math,dynamic-programming,combinatorics,number-theory",algorithms
1736,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,Easy,42.693795190852526,False,"string,greedy",algorithms
1737,Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,36.479350033852405,False,"hash-table,string,counting,prefix-sum",algorithms
1738,Find Kth Largest XOR Coordinate Value,find-kth-largest-xor-coordinate-value,Medium,61.61696337453226,False,"array,divide-and-conquer,bit-manipulation,sorting,heap-priority-queue,matrix,prefix-sum,quickselect",algorithms
1739,Building Boxes,building-boxes,Hard,52.21063454759107,False,"math,binary-search,greedy",algorithms
1740,Find Distance in a Binary Tree,find-distance-in-a-binary-tree,Medium,71.18148180018932,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1741,Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,Easy,86.87388740727016,False,database,database
1742,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,Easy,73.3788118259576,False,"hash-table,math,counting",algorithms
1743,Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs,Medium,74.83875051874152,False,"array,hash-table",algorithms
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,33.93610804493215,False,"array,prefix-sum",algorithms
1745,Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,44.356439282563954,False,"string,dynamic-programming",algorithms
1746,Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation,Medium,62.3438470563876,True,"array,dynamic-programming",algorithms
1747,Leetflex Banned Accounts,leetflex-banned-accounts,Medium,64.00457595151966,True,database,database
1748,Sum of Unique Elements,sum-of-unique-elements,Easy,77.57683745814393,False,"array,hash-table,counting",algorithms
1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,Medium,59.77416202633742,False,"array,dynamic-programming",algorithms
1750,Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,Medium,56.03269677964907,False,"two-pointers,string",algorithms
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,Hard,61.842149090666844,False,"array,binary-search,dynamic-programming,sorting",algorithms
1752,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,Easy,50.934964619324475,False,array,algorithms
1753,Maximum Score From Removing Stones,maximum-score-from-removing-stones,Medium,67.81074002430799,False,"math,greedy,heap-priority-queue",algorithms
1754,Largest Merge Of Two Strings,largest-merge-of-two-strings,Medium,47.87272844300457,False,"two-pointers,string,greedy",algorithms
1755,Closest Subsequence Sum,closest-subsequence-sum,Hard,39.0317769874957,False,"array,two-pointers,dynamic-programming,bit-manipulation,bitmask",algorithms
1756,Design Most Recently Used Queue,design-most-recently-used-queue,Medium,75.97147073290704,True,"array,hash-table,stack,design,binary-indexed-tree,ordered-set",algorithms
1757,Recyclable and Low Fat Products,recyclable-and-low-fat-products,Easy,89.19327836585258,False,database,database
1758,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,Easy,63.83709563142932,False,string,algorithms
1759,Count Number of Homogenous Substrings,count-number-of-homogenous-substrings,Medium,57.756346765365166,False,"math,string",algorithms
1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,Medium,60.11296775711932,False,"array,binary-search",algorithms
1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,Hard,42.262150110540716,False,graph,algorithms
1762,Buildings With an Ocean View,buildings-with-an-ocean-view,Medium,79.67154971846037,True,"array,stack,monotonic-stack",algorithms
1763,Longest Nice Substring,longest-nice-substring,Easy,60.497691880181925,False,"hash-table,string,divide-and-conquer,bit-manipulation,sliding-window",algorithms
1764,Form Array by Concatenating Subarrays of Another Array,form-array-by-concatenating-subarrays-of-another-array,Medium,53.42120022434101,False,"array,two-pointers,greedy,string-matching",algorithms
1765,Map of Highest Peak,map-of-highest-peak,Medium,62.3129345673896,False,"array,breadth-first-search,matrix",algorithms
1766,Tree of Coprimes,tree-of-coprimes,Hard,40.77699206622973,False,"array,math,tree,depth-first-search,number-theory",algorithms
1767,Find the Subtasks That Did Not Execute,find-the-subtasks-that-did-not-execute,Hard,77.20723579815932,True,database,database
1768,Merge Strings Alternately,merge-strings-alternately,Easy,79.7258514117064,False,"two-pointers,string",algorithms
1769,Minimum Number of Operations to Move All Balls to Each Box,minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,85.74037573568938,False,"array,string",algorithms
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,Hard,40.07970882620564,False,"array,dynamic-programming",algorithms
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,Hard,36.09044927105028,False,"string,dynamic-programming",algorithms
1772,Sort Features by Popularity,sort-features-by-popularity,Medium,65.70016474464579,True,"array,hash-table,string,sorting",algorithms
1773,Count Items Matching a Rule,count-items-matching-a-rule,Easy,84.80566193674555,False,"array,string",algorithms
1774,Closest Dessert Cost,closest-dessert-cost,Medium,47.503693231458385,False,"array,dynamic-programming,backtracking",algorithms
1775,Equal Sum Arrays With Minimum Number of Operations,equal-sum-arrays-with-minimum-number-of-operations,Medium,53.557494110718494,False,"array,hash-table,greedy,counting",algorithms
1776,Car Fleet II,car-fleet-ii,Hard,54.85370462888546,False,"array,math,stack,heap-priority-queue,monotonic-stack",algorithms
1777,Product's Price for Each Store,products-price-for-each-store,Easy,82.31796066037343,True,database,database
1778,Shortest Path in a Hidden Grid,shortest-path-in-a-hidden-grid,Medium,39.35492095869454,True,"depth-first-search,breadth-first-search,graph,interactive",algorithms
1779,Find Nearest Point That Has the Same X or Y Coordinate,find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,68.4275693772427,False,array,algorithms
1780,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three,Medium,67.66823008273076,False,math,algorithms
1781,Sum of Beauty of All Substrings,sum-of-beauty-of-all-substrings,Medium,64.91398851325981,False,"hash-table,string,counting",algorithms
1782,Count Pairs Of Nodes,count-pairs-of-nodes,Hard,39.92550762946053,False,"array,two-pointers,binary-search,graph,sorting",algorithms
1783,Grand Slam Titles,grand-slam-titles,Medium,83.50037756573076,True,database,database
1784,Check if Binary String Has at Most One Segment of Ones,check-if-binary-string-has-at-most-one-segment-of-ones,Easy,39.21050680309939,False,string,algorithms
1785,Minimum Elements to Add to Form a Given Sum,minimum-elements-to-add-to-form-a-given-sum,Medium,43.30582254512524,False,"array,greedy",algorithms
1786,Number of Restricted Paths From First to Last Node,number-of-restricted-paths-from-first-to-last-node,Medium,39.05816248035051,False,"dynamic-programming,graph,topological-sort,heap-priority-queue,shortest-path",algorithms
1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,Hard,39.417684566336334,False,"array,dynamic-programming,bit-manipulation",algorithms
1788,Maximize the Beauty of the Garden,maximize-the-beauty-of-the-garden,Hard,67.60219646125687,True,"array,greedy,prefix-sum",algorithms
1789,Primary Department for Each Employee,primary-department-for-each-employee,Easy,63.87955370345476,False,database,database
1790,Check if One String Swap Can Make Strings Equal,check-if-one-string-swap-can-make-strings-equal,Easy,45.750743847535105,False,"hash-table,string,counting",algorithms
1791,Find Center of Star Graph,find-center-of-star-graph,Easy,83.59508999144644,False,graph,algorithms
1792,Maximum Average Pass Ratio,maximum-average-pass-ratio,Medium,53.57266994388996,False,"array,greedy,heap-priority-queue",algorithms
1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,Hard,64.3804881482394,False,"array,two-pointers,binary-search,stack,monotonic-stack",algorithms
1794,Count Pairs of Equal Substrings With Minimum Difference,count-pairs-of-equal-substrings-with-minimum-difference,Medium,65.2542372881356,True,"hash-table,string,greedy",algorithms
1795,Rearrange Products Table,rearrange-products-table,Easy,85.19294960514532,False,database,database
1796,Second Largest Digit in a String,second-largest-digit-in-a-string,Easy,50.16964487672473,False,"hash-table,string",algorithms
1797,Design Authentication Manager,design-authentication-manager,Medium,57.15369785471102,False,"hash-table,design",algorithms
1798,Maximum Number of Consecutive Values You Can Make,maximum-number-of-consecutive-values-you-can-make,Medium,58.52889181600749,False,"array,greedy,sorting",algorithms
1799,Maximize Score After N Operations,maximize-score-after-n-operations,Hard,57.780157725635284,False,"array,math,dynamic-programming,backtracking,bit-manipulation,number-theory,bitmask",algorithms
1800,Maximum Ascending Subarray Sum,maximum-ascending-subarray-sum,Easy,62.198672806067165,False,array,algorithms
1801,Number of Orders in the Backlog,number-of-orders-in-the-backlog,Medium,49.59679378188001,False,"array,heap-priority-queue,simulation",algorithms
1802,Maximum Value at a Given Index in a Bounded Array,maximum-value-at-a-given-index-in-a-bounded-array,Medium,39.191283160401895,False,"binary-search,greedy",algorithms
1803,Count Pairs With XOR in a Range,count-pairs-with-xor-in-a-range,Hard,48.107188430455125,False,"array,bit-manipulation,trie",algorithms
1804,Implement Trie II (Prefix Tree),implement-trie-ii-prefix-tree,Medium,61.44336899303787,True,"hash-table,string,design,trie",algorithms
1805,Number of Different Integers in a String,number-of-different-integers-in-a-string,Easy,37.78406124235876,False,"hash-table,string",algorithms
1806,Minimum Number of Operations to Reinitialize a Permutation,minimum-number-of-operations-to-reinitialize-a-permutation,Medium,72.46094510888621,False,"array,math,simulation",algorithms
1807,Evaluate the Bracket Pairs of a String,evaluate-the-bracket-pairs-of-a-string,Medium,66.74880127863612,False,"array,hash-table,string",algorithms
1808,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,Hard,32.67995782612863,False,"math,recursion",algorithms
1809,Ad-Free Sessions,ad-free-sessions,Easy,58.36728534781953,True,database,database
1810,Minimum Path Cost in a Hidden Grid,minimum-path-cost-in-a-hidden-grid,Medium,55.970425138632166,True,"depth-first-search,breadth-first-search,graph,heap-priority-queue,interactive",algorithms
1811,Find Interview Candidates,find-interview-candidates,Medium,60.772611798862854,True,database,database
1812,Determine Color of a Chessboard Square,determine-color-of-a-chessboard-square,Easy,78.33092620430139,False,"math,string",algorithms
1813,Sentence Similarity III,sentence-similarity-iii,Medium,33.4190752030462,False,"array,two-pointers,string",algorithms
1814,Count Nice Pairs in an Array,count-nice-pairs-in-an-array,Medium,48.98486779301808,False,"array,hash-table,math,counting",algorithms
1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,Hard,39.910092986021304,False,"array,dynamic-programming,bit-manipulation,memoization,bitmask",algorithms
1816,Truncate Sentence,truncate-sentence,Easy,84.8851620798913,False,"array,string",algorithms
1817,Finding the Users Active Minutes,finding-the-users-active-minutes,Medium,80.46012485095041,False,"array,hash-table",algorithms
1818,Minimum Absolute Sum Difference,minimum-absolute-sum-difference,Medium,30.56650551630098,False,"array,binary-search,sorting,ordered-set",algorithms
1819,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds,Hard,40.553664624461085,False,"array,math,counting,number-theory",algorithms
1820,Maximum Number of Accepted Invitations,maximum-number-of-accepted-invitations,Medium,49.675977653631286,True,"array,backtracking,matrix",algorithms
1821,Find Customers With Positive Revenue this Year,find-customers-with-positive-revenue-this-year,Easy,87.93240631985753,True,database,database
1822,Sign of the Product of an Array,sign-of-the-product-of-an-array,Easy,65.25173777494396,False,"array,math",algorithms
1823,Find the Winner of the Circular Game,find-the-winner-of-the-circular-game,Medium,78.34226685314015,False,"array,math,recursion,queue,simulation",algorithms
1824,Minimum Sideway Jumps,minimum-sideway-jumps,Medium,49.88360286287426,False,"array,dynamic-programming,greedy",algorithms
1825,Finding MK Average,finding-mk-average,Hard,37.172707060677354,False,"design,queue,heap-priority-queue,data-stream,ordered-set",algorithms
1826,Faulty Sensor,faulty-sensor,Easy,50.045279601539505,True,"array,two-pointers",algorithms
1827,Minimum Operations to Make the Array Increasing,minimum-operations-to-make-the-array-increasing,Easy,79.3206801860723,False,"array,greedy",algorithms
1828,Queries on Number of Points Inside a Circle,queries-on-number-of-points-inside-a-circle,Medium,86.22068839420396,False,"array,math,geometry",algorithms
1829,Maximum XOR for Each Query,maximum-xor-for-each-query,Medium,77.17086453369639,False,"array,bit-manipulation,prefix-sum",algorithms
1830,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,Hard,49.28709055876686,False,"math,string,combinatorics",algorithms
1831,Maximum Transaction Each Day,maximum-transaction-each-day,Medium,81.4307322715544,True,database,database
1832,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram,Easy,83.18654682107987,False,"hash-table,string",algorithms
1833,Maximum Ice Cream Bars,maximum-ice-cream-bars,Medium,73.78348863265683,False,"array,greedy,sorting",algorithms
1834,Single-Threaded CPU,single-threaded-cpu,Medium,45.51731663138598,False,"array,sorting,heap-priority-queue",algorithms
1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,Hard,61.01185720221164,False,"array,math,bit-manipulation",algorithms
1836,Remove Duplicates From an Unsorted Linked List,remove-duplicates-from-an-unsorted-linked-list,Medium,71.80161323259138,True,"hash-table,linked-list",algorithms
1837,Sum of Digits in Base K,sum-of-digits-in-base-k,Easy,77.32814677194612,False,math,algorithms
1838,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,Medium,44.9064394816581,False,"array,binary-search,greedy,sliding-window,sorting,prefix-sum",algorithms
1839,Longest Substring Of All Vowels in Order,longest-substring-of-all-vowels-in-order,Medium,49.20305922426813,False,"string,sliding-window",algorithms
1840,Maximum Building Height,maximum-building-height,Hard,36.040941864569156,False,"array,math,sorting",algorithms
1841,League Statistics,league-statistics,Medium,53.23651784285486,True,database,database
1842,Next Palindrome Using Same Digits,next-palindrome-using-same-digits,Hard,53.227643820011394,True,"two-pointers,string",algorithms
1843,Suspicious Bank Accounts,suspicious-bank-accounts,Medium,44.63457671631991,True,database,database
1844,Replace All Digits with Characters,replace-all-digits-with-characters,Easy,81.09238069725613,False,string,algorithms
1845,Seat Reservation Manager,seat-reservation-manager,Medium,69.17656083626247,False,"design,heap-priority-queue",algorithms
1846,Maximum Element After Decreasing and Rearranging,maximum-element-after-decreasing-and-rearranging,Medium,65.88727179879996,False,"array,greedy,sorting",algorithms
1847,Closest Room,closest-room,Hard,37.592044011849346,False,"array,binary-search,sorting",algorithms
1848,Minimum Distance to the Target Element,minimum-distance-to-the-target-element,Easy,54.64144683906268,False,array,algorithms
1849,Splitting a String Into Descending Consecutive Values,splitting-a-string-into-descending-consecutive-values,Medium,35.45838896306186,False,"string,backtracking",algorithms
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,71.12511671335201,False,"two-pointers,string,greedy",algorithms
1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,Hard,49.40847161436989,False,"array,binary-search,line-sweep,sorting,heap-priority-queue",algorithms
1852,Distinct Numbers in Each Subarray,distinct-numbers-in-each-subarray,Medium,71.19031073165888,True,"array,hash-table,sliding-window",algorithms
1853,Convert Date Format,convert-date-format,Easy,85.72291582762787,True,database,database
1854,Maximum Population Year,maximum-population-year,Easy,60.5694291242473,False,"array,counting,prefix-sum",algorithms
1855,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values,Medium,53.44587387622717,False,"array,two-pointers,binary-search",algorithms
1856,Maximum Subarray Min-Product,maximum-subarray-min-product,Medium,37.966796244579484,False,"array,stack,monotonic-stack,prefix-sum",algorithms
1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,Hard,50.2387603189713,False,"hash-table,dynamic-programming,graph,topological-sort,memoization,counting",algorithms
1858,Longest Word With All Prefixes,longest-word-with-all-prefixes,Medium,68.38175766843572,True,"depth-first-search,trie",algorithms
1859,Sorting the Sentence,sorting-the-sentence,Easy,83.04589601004537,False,"string,sorting",algorithms
1860,Incremental Memory Leak,incremental-memory-leak,Medium,72.000304344518,False,"math,simulation",algorithms
1861,Rotating the Box,rotating-the-box,Medium,67.39166784570466,False,"array,two-pointers,matrix",algorithms
1862,Sum of Floored Pairs,sum-of-floored-pairs,Hard,28.692170818505335,False,"array,math,binary-search,prefix-sum",algorithms
1863,Sum of All Subset XOR Totals,sum-of-all-subset-xor-totals,Easy,81.41414793765608,False,"array,math,backtracking,bit-manipulation,combinatorics,enumeration",algorithms
1864,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,43.225953477772535,False,"string,greedy",algorithms
1865,Finding Pairs With a Certain Sum,finding-pairs-with-a-certain-sum,Medium,50.90057857829207,False,"array,hash-table,design",algorithms
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,57.05491657216912,False,"math,dynamic-programming,combinatorics",algorithms
1867,Orders With Maximum Quantity Above Average,orders-with-maximum-quantity-above-average,Medium,70.94585546578584,True,database,database
1868,Product of Two Run-Length Encoded Arrays,product-of-two-run-length-encoded-arrays,Medium,58.40262067749802,True,"array,two-pointers",algorithms
1869,Longer Contiguous Segments of Ones than Zeros,longer-contiguous-segments-of-ones-than-zeros,Easy,60.969331660436424,False,string,algorithms
1870,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time,Medium,46.71367579704483,False,"array,binary-search",algorithms
1871,Jump Game VII,jump-game-vii,Medium,24.8790651025938,False,"string,dynamic-programming,sliding-window,prefix-sum",algorithms
1872,Stone Game VIII,stone-game-viii,Hard,52.822649694617276,False,"array,math,dynamic-programming,prefix-sum,game-theory",algorithms
1873,Calculate Special Bonus,calculate-special-bonus,Easy,57.62851091625265,False,database,database
1874,Minimize Product Sum of Two Arrays,minimize-product-sum-of-two-arrays,Medium,89.3285205238558,True,"array,greedy,sorting",algorithms
1875,Group Employees of the Same Salary,group-employees-of-the-same-salary,Medium,67.92641354178912,True,database,database
1876,Substrings of Size Three with Distinct Characters,substrings-of-size-three-with-distinct-characters,Easy,73.2756808881526,False,"hash-table,string,sliding-window,counting",algorithms
1877,Minimize Maximum Pair Sum in Array,minimize-maximum-pair-sum-in-array,Medium,81.44681731216711,False,"array,two-pointers,greedy,sorting",algorithms
1878,Get Biggest Three Rhombus Sums in a Grid,get-biggest-three-rhombus-sums-in-a-grid,Medium,47.64063597471426,False,"array,math,sorting,heap-priority-queue,matrix,prefix-sum",algorithms
1879,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays,Hard,47.14869365193806,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
1880,Check if Word Equals Summation of Two Words,check-if-word-equals-summation-of-two-words,Easy,74.04865522060746,False,string,algorithms
1881,Maximum Value after Insertion,maximum-value-after-insertion,Medium,37.87470413594013,False,"string,greedy",algorithms
1882,Process Tasks Using Servers,process-tasks-using-servers,Medium,40.15984511901512,False,"array,heap-priority-queue",algorithms
1883,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time,Hard,37.76270432558657,False,"array,dynamic-programming",algorithms
